id,replied_by_author,parent_comment_id,author,no_of_replies,text,category,"Legend: (blank lang yung replied sticker/image)
1 - Positive response
2 - Negative response
3 - Inquiry
4 - Tagged a person/Shared a link
5- Neutral
6- diff language"
2199239470158510-120,FALSE,0,Gerardo Empleo Suello,3,"We've been using solar irrigation system in our farm in Tacunan since 2011 pa! At that time 250 pesos/watt ang cost ng solar panels. Ngaun about 25 pesos/watt n lng! Our country is now producing solar panels in Batangas! Duon n dapat bumili ang gobyerno or buy directly from Chinese manufacturers pra makamura tayo! Sec Manny, please re-evaluate current actual project cost ng SPIS pra po mas marami makinabang n farmers kung mas mura ang bayad ntin sa mga contractors!",1,
2199239470158510-121,FALSE,2199239470158510-120,Yu Mei Luan,0,Gerardo Empleo Suello agree with you. Solar panels here in China is cheaper compared to other countries because of the lots of producers.,1,
2199239470158510-122,FALSE,2199239470158510-120,Antonio Goyala,0,Gerardo Empleo Suello confirm po ba price niyan 25 pisos per watt ibig sabihin kapag 2000 watts pakabit ko 50k babayaran ko included nba lahat iyon?.,3,
2199239470158510-123,FALSE,2199239470158510-120,Gerardo Empleo Suello,0,Antonio Goyala Dre solar panel cost lng yan 25 pesos/watt. Ang total package ng solar pumping system also includes pump controller &  solar panel racking system which will require additional cost!,1,
2199239470158510-124,FALSE,0,Cynthia Muñasque Liliar,0,"MannyPiñol Sir, we can minimize the impact of the el niño if we have good zoning. For example in Gensan, those areas in Brgy Mabuhay, Conel and Katangawan are converted to residential areas but this area fully irrigated by NIA. This are agricultural lands that can sustain even during the el niño last 2014 to 2016.  Tambler and Sinawal areas on the other side were not irrigated because of no water supply but are not developed as residential because it was owned by politicians...  We need to conserved our agricultural lands to supply food at lower cost.",1,
2199239470158510-125,FALSE,0,Junne Palacio Abejuela,1,I still believe Sir MannyPiñol that  parallel to this brilliant recommendation of yours is another measure which has been promoted and applied by DA-BSWM since  Marcos administration ---  the Artificial Rain making or cloud seeding. It is about time that it should be institutionalized. You are right in saying that this drought problem of the country which is worsening as we all know should be addressed by making use of the enemy's strength ( El Niño) itself. We must seed the clouds both the warm and cold clouds.  Our neighbor Thailand has been doing it the past 40-50 years yet we are not doing it.    There are budgetary concerns about this I understand but this is an investment or a program that has been proven many times. I understand that there are oppositors on  this program esp the mango growers on the other hand thia is a welcome thing to palay farmers .  Indeed there is a need to strike a balance on this. Maybe it is about time to really recommend properly zoning system of our farming sector just like what Thailand has done.,1,
2199239470158510-126,FALSE,2199239470158510-125,Nina C Atienza,0,"A ZONING SYSTEM.!! SEEDING CLOUDS ON PARTICULAR AREAS ONLY WHERE WATER IS NEEDED.   Not where fruits like Mango Zones will suffer, etc Would our DA Sec be able to achieve this? To tell particular Areas to plant only this or that product and not the other? It would take a strong hand. I hope it happens with Federalism?",3,
2199239470158510-127,FALSE,0,Zejj Rensop,0,"I think sir MannyPiñol  Emmanuel Pinol what the Philippines needs is building  dams to store rain water. With the rainy season in the Philippines, the country will have enough water during dry season. I’m in California where there are 300 days of sunshine and 60 days of rain (winter season). So during winter time there are snowpacks in the mountains that store all this water in the form of ice. Then later in the year it will melt and goes to all the dams. All these water are stored so it can be used by the people from Northern to Southern California.  That’s the main reason why we have enough water. So the Philippines has to build dams for the people to have enough water to use in their households, businesses, infrastructures, and farming or irrigation. I just hope this will be one of the projects of Pres. Duterte during his term. Thanks.",1,
2199239470158510-128,FALSE,0,Cam Sum May,0,El niño not a problem..... corruption is...,2,
2199239470158510-129,FALSE,0,Kingnoel Peralta,0,Marami pa ring talangkang pag iisip dito sa mga nagcocomments... The least everyone can do is support d idea of solution if it is feasible...shut up if  you cant contribute to nation building...,2,
2199239470158510-130,FALSE,0,Vasha Quitua,3,Israel is blessed with BRAINS none with oil.....yun ang comment ni PM Benjamin Netanyahu .....as a result they make the desert BLOOM,1,
2199239470158510-131,FALSE,2199239470158510-130,Michael Cabale,0,Vasha Quitua meron napong oil refinery ngayon ang ISRAEL kaya mas lalong yumayaman nasila🤩🤩🤩🤩🤩🤩🤩🤩🤩,1,
2199239470158510-132,FALSE,2199239470158510-130,Vasha Quitua,0,Biro mo yan May brains na May oil refinery pa,1,
2199239470158510-133,FALSE,2199239470158510-130,Michael Cabale,0,Vasha Quitua true po yan search nyo pa🤩🤩🤩🤩🤩🤩🤩🤩,1,
2199239470158510-134,TRUE,0,Renato Ulanday Ibarra,7,"relax sir manny, tarlac's balog-balog dam project is not done yet, it was started almost 40 years ago....you are in that  job barely some years and have done more than the 30 years of your predecessors combine",1,
2199239470158510-135,FALSE,2199239470158510-134,Ted Cantos,0,Renato Ulanday Ibarra sheeeet what happened!,2,
2199239470158510-136,FALSE,2199239470158510-134,Iton Forteza,0,Ted Cantos Aquino thing.,5,
2199239470158510-137,FALSE,2199239470158510-134,Aldrin Lao-ang,0,"Yan din po ponagtataka ko, may irrigation canals pero eversince wlang tubig n dumaloy pag summer, kaya no irrigation at all, kaingit po tuloy yung mga taga mayantoc. Sabi nga ng lolo ko para walang competition ang luisita kaya sinadya nilang wag matapos ni marcos.",2,
2199239470158510-138,FALSE,2199239470158510-134,Aldrin Lao-ang,0,Sana po matuloy na sya.,1,
2199239470158510-139,FALSE,2199239470158510-134,MannyPiñol,0,Big irrigation systems are not under the DA. Theyre under NIA.,5,
2199239470158510-140,FALSE,2199239470158510-134,Northern Samar,0,MannyPiñol Sir Address sa Irrigation sa Northern Samar Bakit 2011 pa wala pa rin nang yayari hangang ngayon dipa rin napakinabangan meron din diesel Pump sa Brgy Old Rizal ginastusan ng 500k di rin napakinabangan dapat to ma bigyan ng tamang investigation anong nangyari sa pondo at nagamit lng mga Farmers dito para ma released ang project na wala naman pakinabang sa mga Farmers.,2,
2199239470158510-141,FALSE,2199239470158510-134,Danny de Villa,0,MannyPiñol sa bicol po sa bato lake buhi lake needs solar water pumps,1,
2199239470158510-142,FALSE,0,Elizabeth Ilidan,0,"Yes indeed, I saw it in Israel they are growing bananas with net, and the are growing mangoes .now  they have more mangoes than Philippines. Fruits n vegetables are so healthy n bigger sizes than ours.",1,
2199239470158510-143,TRUE,0,Darwin Zabala Aquino,4,we wanted to purchase solar panels on our own.sana makatulong ang d.a. thru landbank na makautang po kami pambili ng solar panels and pumps,,
2199239470158510-144,FALSE,2199239470158510-143,MannyPiñol,0,Darwin Zabala Aquino yes that could be done. Contact your nearest DA Office and look for the ACPC Loan Officer.,5,
2199239470158510-145,FALSE,2199239470158510-143,Zita Garingo,0,"Mr. Sec some of us do not need the loan, pero nkkalumpo po ang materials & accessories ng solar system. Kung sana gaya ng Israel n they produce the materials khit saan mgllagay po kmi d2 s Sultan Kudarat & South Central Cotabato ng Solar Energy System khit s mga poultries din. S mahal ng singil ng Socoteco at Sukelko. Yes just a little help from ur end will make magic! Masisipag po kmi but that is not enough.. govt must always be in the forefront....",1,
2199239470158510-146,FALSE,2199239470158510-143,Regina Lustre,0,Tama pano  gaganahan ang mga farmer pag sagana ang ani mura gaya ng kopra ang baba na bakit mag iimport ang government ng palm oil kong ang results nman ay ang mga kababayan nating mag kokopra walang pagmamahal ang government sa mga magsasaka.,2,
2199239470158510-147,FALSE,2199239470158510-143,Gerick Padilla,0,"Darwin Zabala Aquino, If you have any requirements for AQUIFER underground location you can avail of our services for georesistivity testing and deepwell drilling. 09301542115-Hanap tubig",5,
2199239470158510-148,FALSE,0,Lloyd Steven,1,"YES, el nino is a big b.s. Philippines is surrounded by water, and we are still having short of water? B.S.!!!! I'm sure sir Manny Piñol can figure this out. Thanks in advance.",2,
2199239470158510-149,FALSE,2199239470158510-148,Gerardo Empleo Suello,0,Lloyd Steven yes its true! We just need to use our heads properly! Solar pumping system have been in existence for quite sometime!,1,
2199239470158510-150,FALSE,0,Lino Victorio,2,"After edsa 1 agricuture has been totally neglected , unlike during pre-edsa agriculture is not as bad as now, typhoon and drought are the main problems including our politicians who didnt prioritized agriculture .I think the govt should adopt the pre edsa 1 policy of the then administration and prioritized agriculture for food security in the long term program.",2,
2199239470158510-151,FALSE,2199239470158510-150,Melanie Basañez-Ilustre,0,Malaking check.lalo may mga rebelde.at walang sapat na kalsada sa mga bukid.wala Naman dapat magutom Kung matyaga Lang sa pagtatanim at walang katatakutang rebelde sa bukid...napansin ko Kasi dto sa Jordan.napakaliit Lang nMan na bansa ito pero lahat ata NG bukid may mga kalsada na.kaya nakakapagtanim CLA kahit papano...,1,
2199239470158510-152,FALSE,2199239470158510-150,Melanie Basañez-Ilustre,0,May nakita din PO ako.gumawa CLA ng malaking reservoir underground Kaya during rain season nakakacollect CLA ng maraming tubig.pinagkakasya nila sa pananim nila during dry season.marunong Lang Tau magtanim at magtipid..walang magawa Ang El niño satin,1,
2199239470158510-153,FALSE,0,Tedy Jacob,0,Sir make it happen spis program will be your legacy for many generation..,1,
2199239470158510-154,FALSE,0,Vicènte Durän Jr.,0,There were already farmers using solar powered pump long before you became a secretary of agriculture because of the neglect of past administration. I hope the implementation of SPIS will benefit those who really have no natural water source to irrigate their lands.,1,
2199239470158510-155,FALSE,0,Fan Yang,0,"We can also adopt the technology of Israel.. Despite of weather and soil conditions they are still able to cultivate and produce crops.. Its amazing how they do it.. If they can, why can't the Philippines do?",1,
2199239470158510-156,FALSE,0,Olinad Oiroso,0,"Nowadays, copy paste is the ""IN THING""... follow what the Israelites did... they have the technology...",1,
2199239470158510-157,FALSE,0,Peter Solarlights,0,"Learm from others , adopt their knowledge  and implement to our country.",1,
2199239470158510-158,FALSE,0,Cristy Gallano,0,Drip fertigation has been pushed for adoption. NIA should plan outside the established norms of irrigation to support farmers.,5,
2199239470158510-159,TRUE,0,Alain R. Alafriz,2,Parang it makes sense for the NIA to be under the DA. What do you think Sir?,3,
2199239470158510-160,FALSE,2199239470158510-159,MannyPiñol,0,Alain R. Alafriz dagdag trabaho. Bugbog na ako.,2,
2199239470158510-161,FALSE,2199239470158510-159,Alain R. Alafriz,0,MannyPiñol there must be a way. Another Usec. perhaps? Importante yan ginagawa mo.,3,
2199239470158510-162,FALSE,0,Nathaniel Acha,0,"Thank you Sir Manny for sharing this paper. What is high lighted is the reconition on the importance of Water in agri: sourced gravity or any power as in solar power. May I repeat my request, pls cause to have a course in Universities,ex, UP Los Banos re Water Engineering patterned after Israel. Thanks.",1,
2199239470158510-163,FALSE,0,Pedalpurist Trek,0,"If no corruption, everything is possible here mr. Manny Pinol.",1,
2199239470158510-164,FALSE,0,Rumel B. Madamba,0,"Thank you, Sec. Piñol for having a proactive stance on disasters like El Niño... I hope that with your persistence, our farming and agricultural practices will finally embrace proactive technology to enhance and sustain productivity.",1,
2199239470158510-165,TRUE,0,Gamefarm C Cutter,2,Manny Pinol when you will open gamefowl shipment.,3,
2199239470158510-166,FALSE,2199239470158510-165,MannyPiñol,0,Gamefarm C Cutter its been opened.,5,
2199239470158510-167,FALSE,2199239470158510-165,Gamefarm C Cutter,0,Thanks,1,
2199239470158510-168,FALSE,0,Dante C. Berina II,0,Sec. MannyPiñol  sir..i think we need a law for solar irrigation system so the Government will be obliged to allocate the yearly budget for the solar irrigation system..,1,
2199239470158510-169,TRUE,0,Chris Randy Taguiling Bakakew,2,"exactly as you had said sir secretary, in my place as of now i am overlooking the river  and yet the ricefields looks like chocolate in color,, where will we submit the proposal on solar powered pump, pls help sir...",1,
2199239470158510-170,FALSE,2199239470158510-169,MannyPiñol,0,Chris Randy Taguiling Bakakew go to the nearest DA Office so your area could be validated,5,
2199239470158510-171,FALSE,2199239470158510-169,Chris Randy Taguiling Bakakew,0,MannyPiñol thanks po sir,1,
2199239470158510-172,TRUE,0,Paduka Pahala,1,dry spell in two yrs? el niño would extend for two years?,3,
2199239470158510-173,FALSE,2199239470158510-172,MannyPiñol,0,Paduka Pahala every two years ang frequency.,5,
2199239470158510-174,FALSE,0,Clarita Carlos,0,"Sec Emmanuel Pinol, the greatest achievement of the Israeli scientists is that THEY MADE THE DESERT BLOOM!  We should find out how they did it!! Thank you!",1,
2199239470158510-175,FALSE,0,Nelson Doloiras,0,Sec Manny Piñol pls re evaluate land reporm program... it’s one of the bad situation of our agriculture,2,
2199239470158510-176,FALSE,0,June Cris Guay,6,"The problem in Solar power and other renewable power source is it takes a lot of real state, aside from its unreliability due to nature.  Im not saying its na its bad, pero lets evaluate the ups and downs. Wala tayong massive desert like California and Israel. If we will shift sa renewables, then we will have to sacrifice our environment and some farmlands.",5,
2199239470158510-177,FALSE,2199239470158510-176,Jun Cubarol,0,June Cris Guay PARANG SI PINOY AYAW SA WINDMILL! PAPANO KUNG WALANG HANGIN! AYAW SA SOLAR! PAPANO KUNG WALANG ARAW!,2,
2199239470158510-178,FALSE,2199239470158510-176,June Cris Guay,0,"Jun Cubarol .Lol. lahat ng bagay may ups and downs. Kaya nga tinawag na solar FARM kasi gumagamit ng LUPA. Kung may useless land tayo like desert the go! Punuin natin ng solar, pero kung i sasacrifice natin mga farms and pwedeng mapagtaniman ng lupa, then we will have to do a lot of thinking.  Ang dami kasing dada, hindi naman alam PROS and CONS ng bagay bagay. Sa lahat ng bagay may trade off, and hindi lahat maganda.",2,
2199239470158510-179,FALSE,2199239470158510-176,June Cris Guay,0,https://m.youtube.com/watch?v=N-yALPEpV4w&t=332s,4,
2199239470158510-180,FALSE,2199239470158510-176,Nina C Atienza,0,"MannyPiñol at 7:15, BATAAN NUCLEAR PLANT.!! Its the safest. Solar is weak and irregular. And 15:59.",1,
2199239470158510-181,FALSE,2199239470158510-176,Ronnie Gallego Duca,0,Pano dw kung wlang araw sabi ni pinoy haha,1,
2199239470158510-182,FALSE,2199239470158510-176,June Cris Guay,0,Ronnie Gallego Duca hindi feasible ang Solar kung wala kang disyerto.  https://www.google.com/amp/s/www.politico.eu/article/germany-climate-change-green-energy-shift-is-more-fizzle-than-sizzle/amp/,2,
2199239470158510-183,FALSE,0,Dondi Viernes,0,"MannyPiñol, sir mahirap po talaga palitan ang mind set ng naka gisnang teknolohiya ng mga kapatid natin, I hope you could visit San Mateo, Isabela especially ISU-SAN MATEO we are a school that specialized on agriculture we hope your ideas could translate to being used here as means to demonstrate the effectivenes of the ready available technologies,  God bless always!",1,
2199239470158510-184,FALSE,0,Bai Broad Binahon,0,that is the problem being. in tropics. people think water is abundant. people only act when drought strikes.,2,
2199239470158510-185,FALSE,0,Rod Bioco,1,"What the DA Sec did not mention is the massive impounding system of California using series of dams, canals and storage in the world’s biggest aquifer. I hope Sec. Piñol is not against large water impounding. California is not simply pumping ground water. These water were engineered. Without large water impounding, those solar water pumps there are useless... You travel Highway I-5, and you can see  many political billboards farmers vs politicians, a major fight there these days. Their politicians are trying to take away more water allocation of farmers to give to growing household demand. Many farms there are already abandoned along I-5 due to lack of water allocation. Farmers are asking for more large water impounding dams from North of California, not solar water pumps. Those large dams are needed to replenish the southern aquifer to draw out more water throughout the year.",2,
2199239470158510-186,FALSE,2199239470158510-185,Maria Luz,0,"Rod Bioco DA Sec, isa kang henyo 👏🏻👏🏻👏🏻👏🏻",1,
2199239470158510-187,FALSE,0,Hubert Ortigas,0,Nobody can beat israel in agriculture technology,1,
2199239470158510-188,FALSE,0,Benedict Y Espiritu RA,0,"Droughts can be solve during rainy season: educate people on Dams, crop suitability, ifficient irrigation, with technology of solar.  Qatar convert Salted water to drinkable water, seawages to edible water, same with israel.",1,
2199239470158510-189,FALSE,0,Jun Bajenting Juntilla Jr.,0,Hydrophonics and Drip Irrigation... I’ve learned a lot from my internship in Israel ...,1,
2199239470158510-190,FALSE,0,Maui Manalo,1,"Sir medyo unfair ahahaha kasi Israel yan. In Israel, all good things can happen, and miracles are norm. We love 🇮🇱 Israel. GOD bless them and Ophir",1,
2199239470158510-191,FALSE,2199239470158510-190,Anikka Ferreras,0,Maui Manalo bakit sa mga pananim lang natin napansin na magaling ang Israel? Ang nakita kong pinaka magaling na nagawa ng Israel ay ang pagtayo nila ng kanikang bansa sa lupain ng mga Arabs.Yan ang kataka-taka. hahahahahaaaa...,1,
2199239470158510-192,FALSE,0,David Suetos,0,"sir manny pinol hindi drought ang problema namin na maliliit na magsasaka ng palay we only till a 1 ha. of ricefld mababa ang neto namin. ito ang expenses namin sa isang ha. na palayan man, machine & animal labor cost est  land prep P10,000 higbreed rice P5,200. ferti/pesti & herbi . ferti  6 bags P6,720. muc - 2 boxses P 1,500. insect/herb -P 2,000. transplanting/pulling of seedlings for 1 ha. hire 22 pers @ P350./hd  P 7,700. harvesting/houling&drying - average yeald /ha 120 cav @50 kls / cav - comb hsrvester / 100 cav @10  or 12 cav @ 50 kl P8,400 houling @ p20.00/cav p2,360.  dying p944 f 4 person total P43,824.  expenses the remainin is the net income for 1ha.",2,
2199239470158510-193,FALSE,0,Levi Marollano,0,They got the technology and they are not damn lazy..,1,
2199239470158510-194,FALSE,0,Gerardo Empleo Suello,1,"Actually the old irrigation surface pumps (NS-50/80/100) commonly used by our farmers can still be used by just simply replacing the old diesel engine by a 3ph AC motor, pump controller and solar panels! Mas mura po pag ganito lng gawin nyo!  The biggest one can pump around 100,000 liters/hr and run by a 11kw AC motor! At mas maganda po pag belt driven lahat pra madali s farmers ang pag maintain! Mahirap po mag align ng coupling driven pump na high speed s bukid dahil wala pong gamit dun!",1,
2199239470158510-195,FALSE,2199239470158510-194,Ed Skinner,0,"Gerardo actually we at WELL PUMPS  also manufacturer and supply controllers to bring power from solar to traditional AC Motors on pumps. We have been doing this for years not only for water pumping but also for water circulation, like swimming pools. See my recent post...",1,
2199239470158510-196,FALSE,0,Linda Quiocson Borre,0,"True.. Israel was able to survive the El Nido through out the years of its existence yet, their agricultural practice becomes a model even here in the country..",1,
2199239470158510-197,FALSE,0,Jon Zee III,0,"In the Philippines, no matter what the invention is, it's not the water that overflows. It's the pockets of the corrupt.",2,
2199239470158510-198,FALSE,0,Rogel Tura,0,"The reason why they have these great food supplies because they make used of their government fund wisely. Plus, diskarte! Gi-anad man gud ta from the past administrations na dawat lang ta unsay available. Make it happen, sir!",1,
2199239470158510-199,FALSE,0,Raymund Mirabueno,0,"Sec Manny. I was surprised we have your same opinion. I am a farmer in a place without NIA irrigation, no deep wells, no river or creek by my farm. But the intense photosynthetic activity brought by the summer sun thrills me to plant because I know if executed right, this time will allow me to produce highest yield. I will PM you pics of my farm. I use drip irrigation on kalabasa and honestly it is amazing. Allow me to PM you pics on how its done",1,
2199239470158510-200,FALSE,0,Nathan Lagac,4,"Mr. Piñol, your idea is good. But, have you considered our difference with that you have compared us to? Your solution is good on those areas with underground water system but not in areas where there is none. Good exampleof this is in the second district of ilocos norte, more particularly  Batac, where in the excessive dependency in underwater system for domestic and farm use, salt water is now being drawn from their deep well. Well, we really must learn how to properly use our water. What about government funded desalination and water treatment facilities? Easy or soft loan for farmers to be use on irrigation, and introduction of drip irrigation to some farmers.",3,
2199239470158510-201,FALSE,2199239470158510-200,Gerick Padilla,0,Nathan Lagac There is a scientific way of finding water underneath. If you have any requirements for AQUIFER (underground water pool) location you can avail of our services for georesistivity testing and deepwell drilling. 09301542115- Gerick Padilla,5,
2199239470158510-202,FALSE,2199239470158510-200,Nathan Lagac,0,"Gerick Padilla, did people from Batac city already seek your services? If yes, can you name some people so I can get their side of the story? I know a local dad in that said area, some business establishment owners and agriculturist/farmers, and told me that water is their problem.",3,
2199239470158510-203,FALSE,2199239470158510-200,Fuerzas Xycris,0,"Water is a problem even in Tagum, but it did not stop them from establishing a reverse osmosis facility. Now there sea water is converted to drinkable water every minute and also used to water their banana and coconut farms.",2,
2199239470158510-204,FALSE,2199239470158510-200,Nathan Lagac,0,"Fuerzas Xycris, that is good for those banana plantations for they have capital, or afford to infuse additional investment. But can the small farmers afford to infuse additional capital? Yung tanim ng small farmers, karamihan, gulay o palay at kunti lang ang inaasahan na kita. Sa tingin mo susugal ng milyon na equipment na reverse osmosis technology para sa maliit nilang sakahin? Ang problema ay hindi ang maliliit na magsasaka, ang problema mga politicians na walang alam na mabisang kasagutan sa problema, kundi puro pansamantalang kalunasan lang. Ito maliban sa mentalidad ng karamihang politicians na yung mananakaw lang ang iniisip.",2,
2199239470158510-205,FALSE,0,No El,0,"May we request then sir that we do the same way the other countries do as you illustrated?  We can only be successful in agriculture with the ""FULL SUPPORT"" of the Philippine government.",1,
2199239470158510-206,FALSE,0,Jano Ramos,0,"lack of watershed due to deforestation that leads to drought, less watershed less water.",2,
2199239470158510-207,FALSE,0,Cerisus Daggoth,0,"Farmer,landlords,Planter: we could always turn the agricultural land into another subdivision. Villars:😊",1,
2199239470158510-208,FALSE,0,Rey F. Quisumbing,0,Because the CARL discouraged the landowners and they don't own lands anymore at economic levels,2,
2199239470158510-209,FALSE,0,Rey F. Quisumbing,1,Because they can irrigate their farms and control water supply based on crop demand Palay is very inefficient and wastefull in utilizing water Dong Rasco any comment!,2,
2199239470158510-210,FALSE,2199239470158510-209,Mikel Bokingkito,0,Natural mente may irrigation eh hehe! Ani bayin sec. Hehe.. wlang magic dyan,1,
2199239470158510-211,FALSE,0,Efren Supanga,0,Corrupt officials will only approve of new ventures beneficial to their bank accounts. They were used to having big cuts or kickbacks. Time to check them and their greed!,2,
2199239470158510-212,FALSE,0,Gil D. Pabellon,0,"What’s killing us(farmers), is the hi cost of farm development and the maintenance (labor/ taxes).. true we have seen gains in irrigation and stable price of fertilizer but when the day comes to sell our produce, we get the lowest price in the market.. worst we meet middle men/traders who take most of the profit that we the farmers should have Sana.. something around this area should be done.",2,
2199239470158510-213,FALSE,0,Jonathan Cariño Habla,0,Use that Solar Power for DE-Salination...Areas near Ocean or Seas......,5,
2199239470158510-214,FALSE,0,Jing Dee Alicante,0,"We have abundance of water, from the mountains down to the shore. It’s just the system that doesn’t work. We care what we put on our dining table, but never thought where it came from. Meaning, we care less if we realy care at all, for our farmers and fishermen😔",2,
2199239470158510-215,FALSE,0,Jerome Buhay,0,"Time to the mind setting... Support secretary Piñol's idea of solar irrigations... Government must provide the necessary budget for this project, not only to support farmers but also to make sure that there will be adequate supply of food on the table...",1,
2199239470158510-216,FALSE,0,Cliff Abra,0,"Bakit hindi natin magawa. Filipino agriculturists and foresters, etc. nasa hotels nag seminar.  In the US they (professionals and scientists) honed their ideas on the field, they cultivate their lands.  In the Philippines, government entrusted to the lowly Peoples Organizations the projects wthout science-based assistance. ✌️😑",2,
2199239470158510-217,FALSE,0,Niño Dan T. Mercado,3,How about the issue with our watersheds drying up? Will there be a contingency plan for that as well? Just curious since this might be an issue in the future if we turn our eyes on exploiting the underground water source.,3,
2199239470158510-218,FALSE,2199239470158510-217,Gerick Padilla,0,Niño Dan T. Mercado Underground water depends on stored water from rainfall and network of surface water winding to the streams below ground. There is a scientific way of finding water underneath. If you have any requirements for AQUIFER (underground water pool) location you can avail of our services for georesistivity testing and deepwell drilling. 09301542115- Gerick Padilla,5,
2199239470158510-219,FALSE,2199239470158510-217,Niño Dan T. Mercado,0,"Yes but will it, eventually drain?",3,
2199239470158510-220,FALSE,2199239470158510-217,Gerick Padilla,0,"Until there is rain, rainforest, and the rocks underneath don't crack",5,
2199239470158510-221,FALSE,0,Louie Velo,4,Did anybody check out cropital.com You can invest and get the farmers funded.,1,
2199239470158510-222,FALSE,2199239470158510-221,Rene Lemar Ramel,0,Louie Velo DA has poor performance on agriculture lending programs mainly due to corruption! 5/6 lending program still dominate the agricultural funding sources! Sad to say but it is still happening!,2,
2199239470158510-223,FALSE,2199239470158510-221,Louie Velo,0,Rene Lemar Ramel you can always spent time looking at the negative side.  The role of the govt is not to dole out but an equalizer. Investment has to come from the private sector.  The govt only invest when private sectors are not doing so.  Cro Capital is a mechanism for the common folk to invest. Critique is good  if it leads to progress. Do you have other solution besides converting people moral imperatives,2,
2199239470158510-224,FALSE,2199239470158510-221,Rene Lemar Ramel,0,"Louie Velo, it is always the negative side that we have to look into if we want to achieve any improvements in the agricultural sector ! Many agricultural programs have been designed and funded but have not generated the expected results mainly due to corruption and poor governance! Billions of pesos have been allocated to agricultural projects like AFMA, ACEF, and the like but the sector has remained sluggish and stagnant! In comparison  to Vietnam, Malaysia and Thailand, our agricultural sector sad to say has lagged behind. I just came from the Philippines and saw the high rate of unemployment at the rural areas! Combined harvesters have taken over! More OFWs are expected as jobs are more difficult to find! What’s worst, prices of agricultural products were down; palay from high of 21 pesos to 14 pesos onions from farm prices of 25 to 8 pesos,etc  compared to increasing cost of inputs! Such situation will certainly contribute to more difficult life and increased poverty if no mitigating measures are introduced! Agricultural infrastructure supports and a new road maps for this sector be prepared  exploiting our agricultural strengths and resources that have never been  fully utilized to our competitive advantage! So much resources have been allocated to this sector but only minimal impacts generated due to poor governance and corruption!",2,
2199239470158510-225,FALSE,2199239470158510-221,Louie Velo,0,Rene Lemar Ramel  any solution. That is what I am interested in.  Hope against hope Sabi nga,1,
2199239470158510-226,FALSE,0,Marry Cris DelaPeña Bessitt,0,Discipline is the problem..,2,
2199239470158510-227,FALSE,0,Nover Zackiender,0,As a young citizen of our nation I think the reason why our country suffering for poor agriculture technology is all because of CORRUPTION!!!!!,2,
2199239470158510-228,FALSE,0,Maricel Paner Goufiotis,0,"I lived in Cyprus, a small island which was dependent on the amount of rainfall per year to fill it's few dams. Last 2015 when we had our vacation to my home town Iligan city, I toured my family to 4 waterfalls nearby including the majestic Maria Cristina falls which was the source of hydroelectric energy for the island of mindanao. And my Greek Cypriot husband watch in awe and amazement how tons of water thrown into the sea every hour... And he keeps that thought in his mind how come our government haven't done much to ensure we have abundant supply of water whole year round for household, farms etc when there is plenty of water source unlike where he came from. He goes home puzzled as to the kind of governance we had that even the basic need for portable water supply is still an issue.",2,
2199239470158510-229,FALSE,0,Buenas Espina Bergeron,0,Sec Manny the true to life story of the movie named “The boy who harnessed the wind” that can be watch on netflix is worst than our situation but they made it. It was in Malawi,2,
2199239470158510-230,FALSE,0,John Amle,0,"DA still didn’t get to the root cause of the problem. Kahit ubusin mo ng pananim ang mga kabundukan, mahal parin ang presyo sa merkado sa ibang commodities. Bakit? Wala sa farmers ang problema. Nasa upstream at downstream line ang problema. Giving the farmers the needed assistance in farming doesn’t mean addressing the root cause. It’s just the tip of the iceberg.",2,
2199239470158510-231,FALSE,0,Rafaelito Ochoa,0,"Way to go brod.  Maybe we cannot do anything as of now about the corruption. But your idea on solar powered pumps will alleviate the drought problem. And if the cost on a per kilowatt basis to operate it is  below the cost charged be electri power suppliers it will be a big help to our farmrs. And instead of loans why not subsidies? You are in a position wherein you can give meaning to the phrase ""serve the people"". It is the poor people who feel the burden taxes indirectly. Helping them thru subsidies is just like evening the playing field. We lose billions to corruption and those who benefit is a handful of corrupt politicians. It is time to see what this billions can do in the hands of our hardworking farmers.",1,
2199239470158510-232,FALSE,0,Marlon Quina Soriano,0,What we need is the solid support from the national government.,1,
2199239470158510-233,FALSE,0,Dugaduga Marturillias Fhe,0,lahat pp hndi drought farmers dont have assistance ang daming pwede i develop so sad phils policy parang butas ng karayum pahirapan,2,
2199239470158510-234,FALSE,0,Ryan Carro de Fuego,0,superb antics Sec. Piñol! that's more we like the way you approach problems keep it up!,1,
2199239470158510-235,FALSE,0,Caloy Abella,0,What about seawater desalination? And maybe hightime to follow Israel's effective way of farming👍,3,
2199239470158510-236,FALSE,0,Jonathan Musico,0,"Farmer needed technology,,laboratory,,ang more skill in crops,,",1,
2199239470158510-237,FALSE,0,Rizalito Garcia,0,Mainly because the governments of these countries are responsive to the needs of their people.,1,
2199239470158510-238,FALSE,0,Lily Rose,0,"So, what is the DA doing to replicate in the country the tech of these countries?",3,
2199239470158510-239,FALSE,0,Jerus Mercado,0,"been thinking that before, we can also use wind power, to power the water pumps that we can use for irrigation...",1,
